dokument_index,dichte
1498,0.4258620690
1499,0.3454317897
1500,0.3895635674
1501,0.4123222749
1502,0.4391367604
1503,0.3869532987
1504,0.4069264069
1505,0.4019607843
1506,0.4100801833
1507,0.4510532838
1508,0.4233954451
1509,0.4533582090
1510,0.4074074074
1511,0.3461538462
1512,0.4008947006
1513,0.4495772947
1514,0.3596491228
1515,0.3810572687
1516,0.4640522876
1517,0.3258196721
1518,0.4113022842
1519,0.3814519346
1520,0.3785211268
1521,0.4170854271
1522,0.4059398110
1523,0.4201834862
1524,0.4105461394
1525,0.3800000000
1526,0.4452702703
1527,0.4268128397
1528,0.4033879375
1529,0.3877551020
1530,0.4312105007
1531,0.4116847826
1532,0.4136004623
1533,0.3634280477
1534,0.3869188337
1535,0.4001568217
1536,0.4089574156
1537,0.4004106776
1538,0.4388824214
1539,0.4255073801
1540,0.3787528868
1541,0.3938973648
1542,0.3785780240
1543,0.4277286136
1544,0.3971797885
1545,0.4209891748
1546,0.3935695258
1547,0.3808695652
1548,0.4136310223
1549,0.3870458136
1550,0.4179591837
1551,0.3891625616
1552,0.4146634615
1553,0.3633217993
1554,0.3279702970
1555,0.4469453376
1556,0.3978234583
1557,0.4014942981
1558,0.3585526316
1559,0.4036105738
1560,0.3663101604
1561,0.4331444759
1562,0.4019156799
1563,0.3915929204
1564,0.4305555556
1565,0.3707052441
1566,0.3689400164
1567,0.4151351351
1568,0.4379746835
1569,0.4269972452
1570,0.4001773050
1571,0.3700583279
1572,0.4069681245
1573,0.3995253165
1574,0.4433427762
1575,0.3992844365
1576,0.4197730956
1577,0.4282094595
1578,0.4311294766
1579,0.3985594238
1580,0.4217299839
1581,0.4023210832
1582,0.4129554656
1583,0.6327586207
1584,0.3972081218
1585,0.4328671329
1586,0.4349202883
1587,0.3876114500
1588,0.3380116959
1589,0.4435336976
1590,0.4228923920
1591,0.4539473684
1592,0.3743315508
1593,0.4011281730
1594,0.3193392980
1595,0.4432296047
1596,0.3950709485
1597,0.3619744059
1598,0.3767730496
1599,0.3982376350
1600,0.3903427132
1601,0.4231316726
1602,0.3531914894
1603,0.3934649421
1604,0.3822629969
1605,0.4129700681
1606,0.3955739972
1607,0.4001507159
1608,0.4337349398
1609,0.4239613860
1610,0.4264544457
1611,0.3899297424
1612,0.3932141775
1613,0.4253131426
1614,0.4351245085
1615,0.4513598326
1616,0.4143540670
1617,0.3884615385
1618,0.4014401440
1619,0.4126177856
1620,0.4244781638
1621,0.3984547461
1622,0.4424870466
1623,0.4073107050
1624,0.4089068826
1625,0.4276037257
1626,0.4116424116
1627,0.4045233324
1628,0.4275006814
1629,0.4126126126
1630,0.3758099352
1631,0.4279475983
1632,0.4105493437
1633,0.4574468085
1634,0.3872340426
1635,0.4397410359
1636,0.4223569734
1637,0.4342984410
1638,0.4002660795
1639,0.3867924528
1640,0.3566333809
1641,0.4176424668
1642,0.4036117381
1643,0.4321438606
1644,0.4161804745
1645,0.4152278086
1646,0.3841807910
1647,0.3896713615
1648,0.4286523216
1649,0.4169787765
1650,0.4727653631
1651,0.4299001033
1652,0.4330623306
1653,0.4307053942
1654,0.3641618497
1655,0.4043112850
1656,0.3964671246
1657,0.4251336898
1658,0.4343283582
1659,0.4107883817
1660,0.4240138708
1661,0.4133998574
1662,0.4203307207
1663,0.4581151832
1664,0.3635170604
1665,0.3673758865
1666,0.4186217009
1667,0.4216757741
1668,0.4077689376
1669,0.4028507127
1670,0.4115586690
1671,0.3350877193
1672,0.4074074074
1673,0.3808306709
1674,0.3503521127
1675,0.4284263959
1676,0.3996094113
1677,0.3520782396
1678,0.4216524217
1679,0.4372609028
1680,0.4596412556
1681,0.4397163121
1682,0.4389965792
1683,0.4029440844
1684,0.4307387863
1685,0.4107296137
1686,0.4190064795
1687,0.4206411259
1688,0.3814340970
1689,0.4374176548
1690,0.3977272727
1691,0.4126264248
1692,0.3949689037
1693,0.4163763066
1694,0.4341692790
1695,0.4067472947
1696,0.4174757282
1697,0.4053497942
1698,0.4122928177
1699,0.4180790960
1700,0.4092140921
1701,0.4834973943
1702,0.4151982379
1703,0.4402451481
1704,0.3974753695
1705,0.4146567718
1706,0.4088759549
1707,0.4573367809
1708,0.4362883493
1709,0.4278455285
1710,0.4311730048
1711,0.4065126050
1712,0.4103007259
1713,0.4257235676
1714,0.4782874618
1715,0.4423015108
1716,0.4178757980
1717,0.3988059701
1718,0.3868027707
1719,0.4197651663
1720,0.3588362069
1721,0.4328965206
1722,0.3973050225
1723,0.4428772920
1724,0.4271186441
1725,0.3564746985
1726,0.4366382141
1727,0.3849969002
1728,0.4239813906
1729,0.3853596203
1730,0.4318181818
1731,0.3812544045
1732,0.4038461538
1733,0.4250474383
1734,0.4164855751
1735,0.4088427948
1736,0.3758865248
1737,0.4150691039
1738,0.3963636364
1739,0.4097222222
1740,0.4107683941
1741,0.4309523810
1742,0.3679401993
1743,0.4133042530
1744,0.3661971831
1745,0.4390962672
1746,0.4442988204
1747,0.3903071562
1748,0.4111111111
1749,0.4268943436
1750,0.4049409237
1751,0.3730684327
1752,0.3947368421
1753,0.3671128107
1754,0.4617988395
1755,0.4196740396
1756,0.4407431134
1757,0.4379251701
1758,0.3909774436
1759,0.4282083863
1760,0.3811944091
1761,0.4471655329
1762,0.3628899836
1763,0.3673668784
1764,0.3445283019
1765,0.3837689133
1766,0.4155136268
1767,0.4470158343
1768,0.4116957260
1769,0.4471038775
1770,0.3900392717
1771,0.3380527541
1772,0.4203227433
1773,0.3870395029
1774,0.4073304364
1775,0.3927813163
1776,0.4076549210
1777,0.3944954128
1778,0.3433602348
1779,0.3055555556
1780,0.3893905192
1781,0.4052197802
1782,0.4342558038
1783,0.4153153557
1784,0.4003590664
1785,0.3938618926
1786,0.4144149885
1787,0.3941809486
1788,0.3758928571
1789,0.4341743692
1790,0.4022277228
1791,0.4357053683
1792,0.4059776306
1793,0.4255319149
1794,0.4076582443
1795,0.3799554566
1796,0.3713188220
1797,0.3757259001
1798,0.3502161828
1799,0.3922475107
1800,0.4284841076
1801,0.4229249012
1802,0.4379358438
1803,0.3964794635
1804,0.3811742777
1805,0.4372331341
1806,0.4192439863
1807,0.4037162162
1808,0.3897664835
1809,0.4431017120
1810,0.4364604125
1811,0.3997201493
1812,0.3875961538
1813,0.3860759494
1814,0.3973509934
1815,0.3907185629
1816,0.4032921811
1817,0.4399633364
1818,0.4063087529
1819,0.4406548431
1820,0.4726562500
1821,0.4155393053
1822,0.4252336449
1823,0.3966480447
1824,0.4385633270
1825,0.3861977439
1826,0.4047350620
1827,0.4056603774
1828,0.3944543828
1829,0.4360465116
1830,0.4204115918
1831,0.4175517049
1832,0.4272608126
1833,0.3769531250
1834,0.4110066179
1835,0.3906083244
1836,0.4294478528
1837,0.4693396226
1838,0.3922480620
1839,0.4274274274
1840,0.4029411765
1841,0.4014124294
1842,0.3917981073
1843,0.3995510662
1844,0.4065934066
1845,0.3885375494
1846,0.4813915858
1847,0.3959660297
1848,0.4572192513
1849,0.3673502737
1850,0.4063324538
1851,0.3994528044
1852,0.4068010076
1853,0.3832853026
1854,0.3741721854
1855,0.4395702775
1856,0.4194535073
1857,0.4130434783
1858,0.3950617284
1859,0.4025044723
1860,0.3759213759
1861,0.4226467847
1862,0.4093500570
1863,0.4455445545
1864,0.4224709784
1865,0.3923585599
1866,0.3945371775
1867,0.3873072361
1868,0.4399888868
1869,0.3970588235
1870,0.4264849075
1871,0.3705939630
1872,0.4183445190
1873,0.4078194533
1874,0.3950807071
1875,0.3989361702
1876,0.3968887116
1877,0.4481955763
1878,0.4010494753
1879,0.3991252822
1880,0.4356261023
1881,0.4036144578
1882,0.3890756303
1883,0.4425287356
1884,0.4176646707
1885,0.3967297762
1886,0.4288012872
1887,0.4687446481
1888,0.4099599822
1889,0.3500717360
1890,0.3970099668
1891,0.3988651535
1892,0.4224559984
1893,0.3685636856
1894,0.4059199555
1895,0.3853932584
1896,0.4106002554
1897,0.3868471954
1898,0.3714285714
1899,0.4330000000
1900,0.4593059937
1901,0.4212374265
1902,0.3895486936
1903,0.4254613311
1904,0.4140271493
1905,0.3649425287
1906,0.3765941485
1907,0.4177957675
1908,0.3991671218
1909,0.4320323015
1910,0.4172944645
1911,0.4035318429
1912,0.3856000000
1913,0.4529411765
1914,0.3875912409
1915,0.4277227723
1916,0.4227994228
1917,0.4807277212
1918,0.4093518546
1919,0.3955752212
1920,0.4005037783
1921,0.4323809524
1922,0.3801652893
1923,0.4149068323
1924,0.3990384615
1925,0.3458806818
1926,0.3930321593
1927,0.4081196581
1928,0.4317180617
1929,0.4153471376
1930,0.3918052588
1931,0.4096013476
1932,0.4117647059
1933,0.3375796178
1934,0.3623188406
1935,0.4257425743
1936,0.4415584416
1937,0.4233333333
1938,0.4304084720
1939,0.4477427335
1940,0.3880048960
1941,0.4155432197
1942,0.3900709220
1943,0.3404423381
1944,0.3409986859
1945,0.4259681093
1946,0.3817527011
1947,0.3762183236
1948,0.4089347079
1949,0.3956292389
1950,0.4477317554
1951,0.3813721169
1952,0.4319727891
1953,0.4006024096
1954,0.4026128266
1955,0.5407666375
1956,0.3983328372
1957,0.3995037221
1958,0.3797752809
1959,0.3891585761
1960,0.4125000000
1961,0.4023026316
1962,0.4089058988
1963,0.4172635445
1964,0.3641851107
1965,0.4094134758
1966,0.4471170852
1967,0.4240937585
1968,0.4213469388
1969,0.4076923077
1970,0.4440961338
1971,0.4780405405
1972,0.3852691218
1973,0.4152334152
1974,0.3880346659
1975,0.4029850746
1976,0.3940486925
1977,0.4231833910
1978,0.3674496644
1979,0.4778761062
1980,0.4101247249
1981,0.3897566291
1982,0.4276094276
1983,0.3989802422
1984,0.3539367182
1985,0.3680732079
1986,0.4051724138
1987,0.4213592233
1988,0.3836858006
1989,0.4135021097
1990,0.4493564633
1991,0.4385245902
1992,0.4160804020
1993,0.4171956419
1994,0.4555353902
1995,0.4214022140
1996,0.3772917337
1997,0.4423791822
1998,0.4277777778
1999,0.4145927602
2000,0.4015649920
2001,0.3671706263
2002,0.4156976744
2003,0.4119758650
2004,0.4173505275
2005,0.4017857143
2006,0.4284386617
2007,0.3885931559
2008,0.4034253092
2009,0.3996616450
2010,0.4436493739
2011,0.4612568639
2012,0.4182741117
2013,0.4174508127
2014,0.3799579327
2015,0.4379875195
2016,0.3934426230
2017,0.4008009858
2018,0.3947368421
2019,0.4040404040
2020,0.3565459610
2021,0.4123222749
2022,0.3985239852
2023,0.4257498171
2024,0.3821428571
2025,0.4037735849
2026,0.4086499596
2027,0.4853333333
2028,0.3748680042
2029,0.3881918819
2030,0.4179104478
2031,0.3976648352
2032,0.4261918438
2033,0.3770351328
2034,0.4101040119
2035,0.3893058161
2036,0.4297433740
2037,0.4184615385
2038,0.4100289645
2039,0.4293695132
2040,0.4046479836
2041,0.4509803922
2042,0.4051282051
2043,0.4535864979
2044,0.4553376906
2045,0.4312521324
2046,0.4176857949
2047,0.4394299287
2048,0.4242538014
2049,0.3323210151
2050,0.3860294118
2051,0.4072327044
2052,0.4143646409
2053,0.4338842975
2054,0.4322289157
2055,0.3706688155
2056,0.4001301236
2057,0.4053601340
2058,0.3835920177
2059,0.3608058608
2060,0.3386454183
2061,0.4206350448
2062,0.4035714286
2063,0.4028389623
2064,0.4448913918
2065,0.4068322981
2066,0.3850680397
2067,0.4110512129
2068,0.4629921260
2069,0.3986633054
2070,0.4000000000
2071,0.4466019417
2072,0.4037122970
2073,0.3963068182
2074,0.3945297864
2075,0.4626736111
2076,0.4391244870
2077,0.3874107722
2078,0.4296450939
2079,0.4141617737
2080,0.4399350649
2081,0.3985507246
2082,0.4062765055
2083,0.4036076663
2084,0.4288499025
2085,0.3087719298
2086,0.4461305008
2087,0.4656934307
2088,0.4128770824
2089,0.3834170854
2090,0.3826086957
2091,0.4659340659
2092,0.3976401180
2093,0.4160774098
2094,0.3970462937
2095,0.4638255699
2096,0.3905228758
2097,0.3825136612
2098,0.3966421826
2099,0.4194430380
2100,0.4009855604
2101,0.4245733788
2102,0.5156363636
2103,0.4484866123
2104,0.4233612617
2105,0.4246305419
2106,0.4051383399
2107,0.3794266442
2108,0.3727164887
2109,0.3939393939
2110,0.3906399236
2111,0.4250764526
2112,0.3644736842
2113,0.4281108962
2114,0.3817305678
2115,0.4057045551
2116,0.4263206673
2117,0.4142511628
2118,0.4158415842
2119,0.4200249273
2120,0.4018029620
2121,0.4270827336
2122,0.3614617940
2123,0.4335093988
2124,0.3947089947
2125,0.4272775706
2126,0.3962868118
2127,0.4496560350
2128,0.4038461538
2129,0.4198174707
2130,0.4158125915
2131,0.3486646884
2132,0.4177438308
2133,0.4234234234
2134,0.4449339207
2135,0.4287081340
2136,0.4067035245
2137,0.4439232409
2138,0.4015009381
2139,0.3881118881
2140,0.4020202020
2141,0.4141571478
2142,0.4421052632
2143,0.3896260555
2144,0.3896946565
2145,0.4452510587
2146,0.4268292683
2147,0.3786407767
2148,0.4541984733
2149,0.3664596273
2150,0.4318407960
2151,0.4115800488
2152,0.4072140484
2153,0.4531085353
2154,0.3949824971
2155,0.4166666667
2156,0.4225352113
2157,0.4288425047
2158,0.4295580110
2159,0.4107806691
2160,0.4420226678
2161,0.3914473684
2162,0.4035087719
2163,0.3897233202
2164,0.4271758437
2165,0.3983739837
2166,0.3975155280
2167,0.3981481481
2168,0.4032069971
2169,0.3847837986
2170,0.4196428571
2171,0.4455747711
2172,0.4267453294
2173,0.4110483586
2174,0.4246031746
2175,0.4831751510
2176,0.4287634409
2177,0.4444444444
2178,0.3850806452
2179,0.2869080780
2180,0.4158746778
2181,0.3999672828
2182,0.4137055838
2183,0.3630924988
2184,0.4297752809
2185,0.4337121212
2186,0.4149034039
2187,0.4263715111
2188,0.4211473742
2189,0.3854595336
2190,0.3983098592
2191,0.4265212400
2192,0.3708609272
2193,0.3880899332
2194,0.3973182781
2195,0.3860477314
2196,0.4198396794
2197,0.4423963134
2198,0.4128664495
2199,0.3895983713
2200,0.3887399464
2201,0.4018302829
2202,0.3894523327
2203,0.3992911991
2204,0.4002205072
2205,0.4402192243
2206,0.4350000000
2207,0.4285714286
2208,0.4258992806
2209,0.4439834025
2210,0.4161279347
2211,0.4251012146
2212,0.4007434944
2213,0.4084808796
2214,0.4466321244
2215,0.4138452237
2216,0.4178867740
2217,0.3490304709
2218,0.4154302671
2219,0.3971880492
2220,0.4491778774
2221,0.4152892562
2222,0.4265175719
2223,0.4121798223
2224,0.4099429503
2225,0.3860329777
2226,0.4161938497
2227,0.4193222054
2228,0.3858046381
2229,0.4040242834
2230,0.4003521127
2231,0.4050671551
2232,0.4086671706
2233,0.4141791045
2234,0.4034451496
2235,0.4444444444
2236,0.3450980392
2237,0.3986048829
2238,0.4142114385
2239,0.3820754717
2240,0.4114765570
2241,0.4139194139
2242,0.4619047619
2243,0.4285714286
2244,0.4029149036
2245,0.4195166439
2246,0.3832684825
2247,0.4406052963
2248,0.3950920245
2249,0.3978873239
2250,0.4261409668
2251,0.4020671835
2252,0.3904607922
2253,0.4071428571
2254,0.3965338468
2255,0.3496503497
2256,0.4110738255
2257,0.3840104849
2258,0.3241758242
2259,0.4365808824
2260,0.3894811656
2261,0.3836424958
2262,0.3880539499
2263,0.3919413919
2264,0.4293598234
2265,0.4162679426
2266,0.4051509493
2267,0.3785310734
2268,0.4128440367
2269,0.4067298611
2270,0.4417714598
2271,0.3727333781
2272,0.4074722709
2273,0.4448598131
2274,0.4142084942
2275,0.4098984772
2276,0.4350348028
2277,0.4324903558
2278,0.4063784727
2279,0.4678571429
2280,0.3852229660
2281,0.3972081218
2282,0.3762993763
2283,0.4059880240
2284,0.4455958549
2285,0.3959107807
2286,0.4176042356
2287,0.4065573770
2288,0.3932584270
2289,0.4112203586
2290,0.4060975610
2291,0.4811625404
2292,0.4147909968
2293,0.4131386861
2294,0.4032071417
2295,0.4546304958
2296,0.4060742407
2297,0.4178307429
2298,0.4151119403
2299,0.4228260870
2300,0.4344827586
2301,0.3553240741
2302,0.3971291866
2303,0.4230769231
2304,0.4003690037
2305,0.3644970414
2306,0.4019471488
2307,0.4276012612
2308,0.4197258442
2309,0.4020618557
2310,0.4256403555
2311,0.4132387707
2312,0.4123563218
2313,0.3734939759
2314,0.4154488518
2315,0.4172335601
2316,0.4367033351
2317,0.3205741627
2318,0.4269972452
2319,0.4584980237
2320,0.4007800312
2321,0.4133333333
2322,0.4254317111
2323,0.4494047619
2324,0.4116344605
2325,0.6179549114
2326,0.3985915493
2327,0.3793793794
2328,0.4243807040
2329,0.3778625954
2330,0.4193548387
2331,0.3700534759
2332,0.4649122807
2333,0.4385875128
2334,0.4178995877
2335,0.4081895442
2336,0.3820794590
2337,0.3952513966
2338,0.4287103727
2339,0.3975817923
2340,0.3657331137
2341,0.4136807818
2342,0.4140914710
2343,0.4508604207
2344,0.4247455811
2345,0.4103923648
2346,0.4154929577
2347,0.3847826087
2348,0.3685064935
2349,0.4260788941
2350,0.4223107570
2351,0.4018098111
2352,0.3737236215
2353,0.4101382488
2354,0.4348561760
2355,0.4485714286
2356,0.4137567994
2357,0.4194429274
2358,0.4142259414
2359,0.4122785732
2360,0.4258188825
2361,0.4010319077
2362,0.4063948100
2363,0.3090185676
2364,0.4352617080
2365,0.4709616741
2366,0.3986013986
2367,0.3997879109
2368,0.4165527299
2369,0.3991935484
2370,0.4052356021
2371,0.3887204366
2372,0.4159924594
2373,0.3821390374
2374,0.3951929249
2375,0.4054982818
2376,0.4120248894
2377,0.4066591844
2378,0.4218798151
2379,0.4218241042
2380,0.4091002638
2381,0.3876478318
2382,0.4080898876
2383,0.4116485686
2384,0.3608847497
2385,0.4329224075
2386,0.3657957245
2387,0.4354285714
2388,0.4184027778
2389,0.3977110157
2390,0.4010600707
2391,0.4536082474
2392,0.4315789474
2393,0.3858520900
2394,0.4229508197
2395,0.4426089433
2396,0.3900928793
2397,0.3839779006
2398,0.4232395661
2399,0.4057203390
2400,0.3931947070
2401,0.3651551313
2402,0.4257719715
2403,0.4210702341
2404,0.4067495560
2405,0.4182734443
2406,0.3910112360
2407,0.4190871369
2408,0.4206429780
2409,0.3878474467
2410,0.3887361126
2411,0.4182692308
2412,0.4313273827
2413,0.4266352387
2414,0.4167661810
2415,0.4024390244
2416,0.4113924051
2417,0.4323922734
2418,0.3639455782
2419,0.4089195980
2420,0.4141252006
2421,0.4922551851
2422,0.4321819714
2423,0.4145907473
2424,0.4277139078
2425,0.4661971831
2426,0.3935860058
2427,0.4027441485
2428,0.4286624204
2429,0.4000790149
2430,0.3568377894
2431,0.4400000000
2432,0.3817758563
2433,0.4184491979
2434,0.4047764850
2435,0.4511494253
2436,0.3753148615
2437,0.3916815211
2438,0.4073896353
2439,0.4185323383
2440,0.4109403255
2441,0.3897058824
2442,0.4563445867
2443,0.4107402032
2444,0.4270097545
2445,0.4526411658
2446,0.4781060876
2447,0.4411764706
2448,0.4352557127
2449,0.3978838091
2450,0.4255813953
2451,0.4167299658
2452,0.4400000000
2453,0.3932017544
2454,0.4214552873
2455,0.4144467213
2456,0.3447580645
2457,0.4021795537
2458,0.4006968641
2459,0.4230635637
2460,0.3764991729
2461,0.4186046512
2462,0.4394478487
2463,0.4001307190
2464,0.4217877095
2465,0.4293598234
2466,0.4154619736
2467,0.3764667536
2468,0.4137931034
2469,0.4247787611
2470,0.3986784141
2471,0.2900125366
2472,0.3763132760
2473,0.3966970003
2474,0.4485981308
2475,0.4076509265
2476,0.4099274958
2477,0.3955056180
2478,0.3677672442
2479,0.4181034483
2480,0.4256809339
2481,0.4616526472
2482,0.4358552632
2483,0.4149241492
2484,0.5015384615
2485,0.3963531670
2486,0.4120284885
2487,0.4236194339
2488,0.4185441941
2489,0.3957685128
2490,0.3964079538
2491,0.4254228601
2492,0.3802509547
2493,0.3934789916
2494,0.4372384937
2495,0.4290171607
2496,0.4421669107
2497,0.4291754757
2498,0.3956793633
2499,0.4039087948
2500,0.4140127389
2501,0.4067478913
2502,0.3898840885
2503,0.4239450442
2504,0.4215686275
2505,0.3896487985
2506,0.4004576659
2507,0.3553113553
2508,0.4190981432
2509,0.4140727178
2510,0.3785377358
2511,0.4298356511
2512,0.3974753695
2513,0.4148744875
2514,0.4289693593
2515,0.4028912634
2516,0.3757961783
2517,0.4097287184
2518,0.4307692308
2519,0.3745558356
2520,0.4575812274
2521,0.4212305612
2522,0.4497816594
2523,0.4336956522
2524,0.4136986301
2525,0.3694267516
2526,0.3585419616
2527,0.4040930233
2528,0.4312500000
2529,0.4256354786
2530,0.3655589124
2531,0.3790005615
2532,0.4135472371
2533,0.4100781929
2534,0.4171342383
2535,0.3831417625
2536,0.4359375000
2537,0.4235537190
2538,0.4043828432
2539,0.4060324826
2540,0.4058866279
2541,0.3434856176
2542,0.4372294372
2543,0.4447476126
2544,0.3972257251
2545,0.3689320388
2546,0.4016701461
2547,0.4212389381
2548,0.3693333333
2549,0.4087151464
2550,0.4519587629
2551,0.3796764408
2552,0.3986895161
2553,0.4002574003
2554,0.4034505640
2555,0.3555858311
2556,0.3659359191
2557,0.4107142857
2558,0.3934065934
2559,0.3765093304
2560,0.4382314694
2561,0.4226918799
2562,0.3763250883
2563,0.4100502513
2564,0.4041979588
2565,0.4556267155
2566,0.4065116279
2567,0.4266198865
2568,0.4135901552
2569,0.4326750449
2570,0.4222678660
2571,0.4152148664
2572,0.4473429952
2573,0.3946188341
2574,0.3864468864
2575,0.4059782609
2576,0.3959099265
2577,0.3970189702
2578,0.3938223938
2579,0.4273201251
2580,0.4138138138
2581,0.3982905983
2582,0.4317460317
2583,0.3956164384
2584,0.4119933370
2585,0.4023424044
2586,0.3533487298
2587,0.3973480663
2588,0.4057971014
2589,0.4018527792
2590,0.2985074627
2591,0.4305970149
2592,0.3823823824
2593,0.4526397516
2594,0.4222222222
2595,0.4121512540
2596,0.4117647059
2597,0.3773584906
2598,0.4421545667
2599,0.3924977127
2600,0.3390016456
2601,0.4523433386
2602,0.4593175853
2603,0.3935185185
2604,0.3941368078
2605,0.4159919028
2606,0.4187050360
2607,0.3801857585
2608,0.4132947977
2609,0.4049636804
2610,0.4225146199
2611,0.4162621359
2612,0.3705179283
2613,0.3768844221
2614,0.3915547025
2615,0.4536862004
2616,0.4527162978
2617,0.4070050359
2618,0.3836477987
2619,0.4580645161
2620,0.3921863261
2621,0.3664772727
2622,0.4152866242
2623,0.4383561644
2624,0.4256379868
2625,0.3980358174
2626,0.3904528764
2627,0.4900849858
2628,0.3765328874
2629,0.3639053254
2630,0.3721629751
2631,0.4001203369
2632,0.4033505155
2633,0.3816455696
2634,0.4423393740
2635,0.3994889267
2636,0.4433593750
2637,0.3872340426
2638,0.4206642066
2639,0.3927313745
2640,0.4052932019
2641,0.3926046765
2642,0.3600206612
2643,0.4059405941
2644,0.3870333988
2645,0.4056074766
2646,0.3995226730
2647,0.3919678715
2648,0.4137125584
2649,0.4308903099
2650,0.4270462633
2651,0.3540983607
2652,0.4035190616
2653,0.4065743945
2654,0.3706214689
2655,0.3777219430
2656,0.4226519337
2657,0.4637681159
2658,0.3970873786
2659,0.4291241646
2660,0.4147826087
2661,0.4001597444
2662,0.4091778203
2663,0.4292452830
2664,0.4039282664
2665,0.4218750000
2666,0.3640000000
2667,0.3788265306
2668,0.3874345550
2669,0.4117531253
2670,0.4470046083
2671,0.4000000000
2672,0.4178280305
2673,0.4009425071
2674,0.3691931540
2675,0.4334828102
2676,0.4084210526
2677,0.3983772280
2678,0.4267399267
2679,0.3619744059
2680,0.4279069767
2681,0.4121863799
2682,0.4007033248
2683,0.3966597077
2684,0.3880800728
2685,0.4287369641
2686,0.4152756702
2687,0.3070158296
2688,0.3967828418
2689,0.3780897765
2690,0.4248554913
2691,0.3850000000
2692,0.4176548090
2693,0.3931575996
2694,0.3827893175
2695,0.4773519164
2696,0.4693019344
2697,0.4224443728
2698,0.3713298791
2699,0.4016666667
2700,0.4469480890
2701,0.3865168539
2702,0.3796881584
2703,0.3980228928
2704,0.3897287683
2705,0.4164733179
2706,0.4130190797
2707,0.5130687318
2708,0.4217311234
2709,0.3952762923
2710,0.4015552546
2711,0.4011396011
2712,0.4110260938
2713,0.4038461538
2714,0.4053725403
2715,0.4103601781
2716,0.4009569378
2717,0.3898500577
2718,0.3794002608
2719,0.3867924528
2720,0.4058323208
2721,0.4145299145
2722,0.4014122759
2723,0.3859784284
2724,0.3955964887
2725,0.3875295975
2726,0.4478458050
2727,0.4104080426
2728,0.4140893471
2729,0.4022556391
2730,0.4187342545
2731,0.4207697700
2732,0.3955916473
2733,0.3907718121
2734,0.4144329897
2735,0.4017033357
2736,0.3847541723
2737,0.3718528083
2738,0.4536011080
2739,0.3484240688
2740,0.3896384242
2741,0.4253853723
2742,0.3974522293
2743,0.4602076125
2744,0.3557312253
2745,0.4227642276
2746,0.4087804878
2747,0.3818051576
2748,0.3917662683
2749,0.3886729595
2750,0.4306518724
2751,0.4301861702
2752,0.3658170915
2753,0.3953488372
2754,0.3617021277
2755,0.4248554913
2756,0.4015444015
2757,0.4407514451
2758,0.4072883173
2759,0.4250814332
2760,0.3884297521
2761,0.3837837838
2762,0.4347442681
2763,0.3657105606
2764,0.3948620362
2765,0.4504155125
2766,0.4216867470
2767,0.3982430454
2768,0.3794037940
2769,0.3611111111
2770,0.4049128368
2771,0.4084802687
2772,0.4227967098
2773,0.3759479957
2774,0.3914590747
2775,0.4105011933
2776,0.4080188679
2777,0.4584569733
2778,0.3521505376
2779,0.3969230769
2780,0.4187675070
2781,0.3901574803
2782,0.4333087693
2783,0.3948545861
2784,0.4333874391
2785,0.4090568862
2786,0.4222718392
2787,0.4037162162
2788,0.3859850062
2789,0.3681204569
2790,0.4308916142
2791,0.3841994593
2792,0.4700000000
2793,0.3342281879
2794,0.4327108822
2795,0.3864090297
2796,0.4277414670
2797,0.4052489386
2798,0.4261838440
2799,0.4168019481
2800,0.4273255814
2801,0.3930183569
2802,0.4058769513
2803,0.4097959184
2804,0.4267912773
2805,0.4404553415
2806,0.3931171410
2807,0.3921568627
2808,0.4121258052
2809,0.4000569882
2810,0.3833464258
2811,0.4093023256
2812,0.4479069767
2813,0.4107259647
2814,0.4357743097
2815,0.4380211228
2816,0.4744318182
2817,0.3915094340
2818,0.4025974026
2819,0.4205298013
2820,0.3899883586
2821,0.4220240307
2822,0.4008700381
2823,0.3870192308
2824,0.3306638567
2825,0.4000000000
2826,0.3864671438
2827,0.4096417751
2828,0.2410358566
2829,0.4061855670
2830,0.4260518823
2831,0.3716608595
2832,0.4012944984
2833,0.4107473749
2834,0.4058116232
2835,0.4073506891
2836,0.4125196438
2837,0.3994638070
2838,0.4207389750
2839,0.3852327448
2840,0.3906699548
2841,0.4267912773
2842,0.4193899782
2843,0.3329253366
2844,0.3882486770
2845,0.4561403509
2846,0.4238758875
2847,0.3594515181
2848,0.4151857835
2849,0.3789808917
2850,0.4263639231
2851,0.4214340198
2852,0.3854166667
2853,0.4147805075
2854,0.4031751570
2855,0.4472361809
2856,0.4105018107
2857,0.4157593123
2858,0.3962355212
2859,0.4444168117
2860,0.4231791600
2861,0.4058171745
2862,0.3784722222
